Unnamed: 0,searchq,date,T_flag,cart,click,seen,Unique_session_id,Unique_session_id_clicked,new_interval,Clickrate,Clickrate_total
266.0,3second,2021-10-17,6,0,5,169,4,2,2021-10-17 06:00:00,50.0,2.96
267.0,3second,2021-10-17,9,0,1,48,2,1,2021-10-17 09:00:00,50.0,2.08
268.0,3second,2021-10-17,12,0,7,134,2,2,2021-10-17 12:00:00,100.0,5.22
269.0,3second,2021-10-17,15,0,3,128,5,3,2021-10-17 15:00:00,60.0,2.34
270.0,3second,2021-10-17,18,0,1,16,1,1,2021-10-17 18:00:00,100.0,6.25
271.0,3second,2021-10-17,21,0,0,0,0,0,2021-10-17 21:00:00,0.0,0.0
272.0,3second,2021-10-18,0,0,0,0,0,0,2021-10-18 00:00:00,0.0,0.0
273.0,3second,2021-10-18,3,0,0,0,0,0,2021-10-18 03:00:00,0.0,0.0
274.0,3second,2021-10-18,6,0,7,317,4,4,2021-10-18 06:00:00,100.0,2.21
275.0,3second,2021-10-18,9,0,1,16,1,1,2021-10-18 09:00:00,100.0,6.25
276.0,3second,2021-10-18,12,0,0,44,1,0,2021-10-18 12:00:00,0.0,0.0
277.0,3second,2021-10-18,15,0,0,16,1,0,2021-10-18 15:00:00,0.0,0.0
278.0,3second,2021-10-18,18,0,1,92,2,1,2021-10-18 18:00:00,50.0,1.09
279.0,3second,2021-10-18,21,0,3,92,3,3,2021-10-18 21:00:00,100.0,3.26
280.0,3second,2021-10-19,0,0,0,16,1,0,2021-10-19 00:00:00,0.0,0.0
281.0,3second,2021-10-19,3,0,0,16,1,0,2021-10-19 03:00:00,0.0,0.0
282.0,3second,2021-10-19,6,0,0,0,0,0,2021-10-19 06:00:00,0.0,0.0
283.0,3second,2021-10-19,9,0,0,60,2,0,2021-10-19 09:00:00,0.0,0.0
284.0,3second,2021-10-19,12,0,0,64,4,0,2021-10-19 12:00:00,0.0,0.0
285.0,3second,2021-10-19,15,0,0,76,2,0,2021-10-19 15:00:00,0.0,0.0
286.0,3second,2021-10-19,18,0,2,60,1,1,2021-10-19 18:00:00,100.0,3.33
